1,,1
1.5,,3.8823529412
0.5,,
1,,
1,,
3,,
1,,
1,,
0.5,,
0.5,,
1,,
1,,
2,,
1,,
0.75,,
0.25,,
1,,
1,,
1,,
1,,
1,,
1,,
3,,
1,,
3,,
1,,
1.5,,
0.5,,
1,,
1,,
1.5,,
0.5,,
1,,
1,,
1,,
1,,
1,,
1,,
1.5,,
0.5,,
1,,
1,,
1.5,,
0.5,,
1,,
1,,
1.5,,
0.5,,
1,,
1,,
1.5,,
0.5,,
1,,
1,,
2,,
2,,
3,,
