0.75,,1
0.25,,4
1,,
1,,
1,,
0.5,,
0.5,,
2,,
1,,
0.75,,
0.25,,
1,,
1,,
1,,
1,,
3,,
0.75,,
0.25,,
1,,
1,,
1,,
0.5,,
0.5,,
2,,
1,,
0.75,,
0.25,,
1,,
1,,
1,,
1,,
3,,
0.75,,
0.25,,
2,,
1,,
0.75,,
0.25,,
2,,
1,,
0.75,,
0.25,,
1,,
1,,
1,,
1,,
3,,
0.75,,
0.25,,
1,tied,
0.75,tied,
0.25,,
1,,
0.75,,
0.25,,
2,,
1,,
0.75,,
0.25,,
1,,
1,,
1,,
1,,
3,,
