1,b,1,B,3
2,3,4,E,4
1,,,G,4
1,,,A,4
2,,,B,4
1,,,G,4
1,,,E,4
2,,,C,5
1,,,B,4
1,,,A,4
2,,,G,4
1,,,F,4
1,,,G,4
2,,,A,4
1,,,F,4
1,,,A,4
2,,,G,4
1,,,E,4
1,,,G,4
2,,,A,4
1,,,G,4
1,,,A,4
3,,,B,4
1,,,B,3
2,,,E,4
1,,,G,4
1,,,A,4
2,,,B,4
1,,,G,4
1,,,E,4
2,,,C,5
1,,,A,4
1,,,F,4
2,,,D,5
1,,,B,4
1,,,B,4
2,,,E,5
1,,,D,5
1,,,C,5
2,,,B,4
1,,,G,4
1,,,B,4
1,,,B,4
1,,,A,4
1,,,G,4
1,,,F,4
3,,,E,4
